Código;Ação;Qtde. Teórica;Part. (%)
BRAP4;BRADESPAR;222.604.507;6,85
BRKM5;BRASKEM;264.640.575;6,41
DTEX3;DURATEX;273.813.447;2,589
FESA4;FERBASA;40.145.300;0,726
GGBR4;GERDAU;995.903.643;11,968
GOAU4;GERDAU MET;693.699.918;3,925
RANI3;IRANI;85.725.289;0,321
KLBN11;KLABIN S/A;922.294.338;10,142
CSNA3;SID NACIONAL;642.398.790;11,581
SUZB3;SUZANO S.A.;724.921.241;18,154
UNIP6;UNIPAR;44.332.601;1,812
USIM5;USIMINAS;513.796.208;4,114
VALE3;VALE;463.449.935;21,408
